X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11
2413,334,27,190,95,255,150,194,177,210,0
2599,105,13,201,29,1471,241,224,110,1095,0
2032,67,20,108,17,459,235,195,83,573,0
2468,6,20,120,43,1604,190,196,138,335,0
2501,179,20,162,43,2051,224,247,147,175,0
2055,15,17,450,88,516,202,202,133,295,0
2624,192,12,424,2,1648,219,250,163,1888,0
2077,246,22,134,50,484,170,251,214,467,0
2143,48,24,216,134,418,221,180,81,430,0
2425,86,14,30,10,930,240,216,103,1224,0
2251,315,28,85,44,876,135,205,204,234,0
2419,141,12,30,-12,742,238,237,127,1022,0
2283,338,17,30,3,636,181,214,171,685,0
2261,166,14,30,3,324,231,244,141,384,1
2089,223,23,124,76,404,183,254,199,331,0
2601,83,16,150,40,1524,241,211,96,1063,0
2038,318,20,67,35,108,162,217,193,787,0
2304,332,7,0,0,474,204,231,167,1523,0
2391,204,26,67,41,339,195,252,178,1012,0
2313,352,33,301,123,1233,145,164,144,285,0
2723,98,11,283,84,2543,238,224,115,1027,0
2371,345,19,210,91,1516,178,206,164,872,0
2441,140,15,319,185,1464,241,234,118,510,0
2445,69,19,390,257,870,236,200,88,1033,0
2551,172,15,182,42,1095,229,246,145,1617,0
2633,338,11,514,105,741,196,225,167,924,0
2687,160,10,134,-5,1883,230,242,143,240,0
2739,150,8,342,28,2114,230,240,142,2522,0
2240,83,18,42,13,785,242,206,86,408,0
2391,99,10,277,104,1288,236,227,121,1034,0
2610,112,16,216,65,1691,246,222,100,1774,0
2183,352,30,30,17,895,153,173,147,745,0
2626,79,15,594,30,924,239,211,99,1022,0
1945,84,21,210,69,242,245,199,73,918,0
2412,308,8,210,74,1273,199,235,176,793,0
2313,58,19,0,0,742,230,197,92,511,0
2223,125,31,67,29,912,253,201,50,1379,1
2415,104,14,30,9,752,242,222,107,1507,0
2643,149,24,277,122,2161,243,230,101,849,0
2591,220,24,319,180,1650,184,254,196,677,0
2717,213,31,268,125,3007,177,251,192,1470,0
2588,191,23,150,53,1283,212,250,160,1318,0
2023,304,26,0,0,67,138,216,213,684,0
2653,103,34,212,84,1057,253,175,20,659,0
2069,338,36,190,142,201,120,164,168,700,0
2653,80,4,408,125,779,225,232,142,1129,0
2659,54,6,297,41,1113,224,227,138,895,0
2732,86,8,283,93,2609,232,227,129,1084,0
2404,86,17,120,58,457,242,209,91,892,0
2407,117,3,150,-6,666,225,236,146,972,0
2680,236,23,127,74,2714,174,253,209,1142,0
2117,337,21,319,6,443,169,206,173,726,0
2452,168,15,454,182,743,230,245,142,836,0
2317,19,21,170,25,810,199,190,121,700,0
2223,295,29,190,146,1366,125,217,225,960,0
2353,302,25,67,11,1184,144,220,212,1052,0
2650,340,5,418,97,666,210,233,162,1146,0
2215,285,19,30,8,404,162,236,212,1284,0
2388,175,30,60,28,446,221,239,129,1234,0
2339,315,2,351,-63,42,214,237,161,592,0
2327,92,14,108,43,551,241,217,103,752,0
2686,231,29,170,86,2971,163,251,213,1377,0
2558,17,28,277,65,1412,186,171,110,541,0
2095,329,26,134,92,335,150,200,184,469,0
2274,344,21,285,154,992,173,203,165,1239,0
2691,77,8,170,33,1931,231,225,127,2458,0
1985,77,37,85,66,120,238,148,8,400,0
2325,109,19,150,51,134,249,215,86,1054,0
2107,211,30,218,90,524,181,251,188,408,0
2630,23,10,420,155,2118,214,219,140,525,0
2580,103,15,324,144,342,244,219,100,212,0
2361,330,9,0,0,792,199,229,170,1552,1
2675,141,15,108,4,1318,241,235,119,769,0
2528,112,11,0,0,1288,239,228,118,1443,0
1974,126,19,108,31,120,248,224,96,285,0
2426,141,19,95,33,815,244,232,109,1170,0
2156,185,13,330,158,467,222,249,157,616,0
2394,251,27,351,64,700,150,246,226,702,0
2252,32,24,323,112,1318,207,181,100,752,0
2705,73,5,283,21,850,226,230,139,330,0
2578,39,21,218,68,1452,215,188,99,1524,0
2408,79,5,192,-1,607,226,231,139,912,0
1962,332,36,60,35,67,116,171,180,711,0
2681,111,10,240,57,1637,237,229,122,1209,0
2439,191,27,30,15,987,207,248,158,774,0
2328,160,7,404,34,1307,228,242,147,930,1
2355,93,21,256,177,912,247,204,75,1317,0
2614,0,21,95,40,1361,185,197,145,685,0
2607,357,17,228,71,1429,192,208,152,1633,0
2368,293,31,180,88,446,118,215,229,1782,0
2324,8,32,108,85,1380,167,161,117,1055,0
2464,355,13,323,144,384,198,217,156,335,0
2723,174,9,339,117,2609,226,245,152,1124,0
2110,350,37,120,58,997,131,154,145,553,0
2048,46,31,67,28,268,211,156,58,693,0
2140,265,13,30,5,874,187,246,197,1482,1
2440,161,14,30,9,1795,233,243,137,153,0
2175,223,10,0,0,1233,208,250,178,847,1
2680,104,21,150,31,2272,250,209,78,2533,0
2337,335,30,60,24,150,139,185,177,60,0
2344,0,1,108,21,1236,217,236,156,150,0
2554,94,34,60,41,1207,250,169,19,474,0
2028,165,27,60,22,350,232,236,116,591,0
2632,104,18,134,51,1634,247,215,90,1148,0
2071,247,34,95,63,382,131,242,234,335,0
2178,339,33,201,90,451,134,175,169,418,0
2409,100,37,297,169,1655,251,163,6,323,0
2588,230,30,30,11,1465,159,250,214,1302,0
2468,299,18,192,55,518,168,231,202,1742,0
2371,153,16,228,84,1148,237,239,127,1054,0
2052,213,25,42,20,474,189,254,190,516,0
2316,351,31,120,90,1040,150,172,149,860,0
2486,53,9,201,90,815,226,220,128,1195,0
2286,76,22,120,45,256,241,193,71,1708,0
2419,92,32,120,48,782,249,174,28,1165,0
2357,59,15,247,66,467,230,208,107,510,0
2441,102,21,234,87,882,250,207,75,1082,0
2045,11,22,30,3,365,191,190,129,751,0
2520,219,20,0,0,1172,193,254,191,524,0
2175,345,37,150,66,726,122,156,155,443,0
2081,28,32,277,102,450,190,155,82,470,0
2409,132,31,255,154,1528,251,206,57,433,0
2493,41,9,240,97,849,221,219,132,1207,0
2232,94,35,256,160,582,249,166,15,192,1
2650,0,4,443,97,677,214,232,156,1103,0
2468,223,21,0,0,752,188,254,196,955,0
2146,346,21,277,6,510,173,201,162,674,0
2493,131,22,60,3,1310,249,222,90,532,0
2215,133,29,85,52,1379,251,212,67,912,1
2216,63,10,228,20,127,229,220,123,313,0
2518,174,28,285,132,306,224,241,131,990,0
2208,335,28,134,-47,765,145,189,176,450,0
2338,310,28,190,8,592,133,208,209,537,0
2264,56,15,190,84,1549,229,207,107,95,0
2524,216,20,108,31,918,195,254,189,767,0
2600,129,10,228,76,1556,237,234,127,1570,0
2178,58,36,300,134,726,219,141,25,793,0
2229,7,29,67,39,1452,172,169,122,787,0
2334,352,26,108,36,234,166,187,152,323,0
2360,258,28,30,11,424,143,243,230,808,0
2626,179,13,335,88,1050,225,248,152,1006,0
2513,308,10,342,85,330,191,234,182,1806,0
1972,114,22,124,11,127,251,213,78,510,0
2528,306,8,361,24,108,197,235,178,2002,0
2461,243,23,30,7,1310,170,251,214,1110,0
2332,22,25,153,75,1492,195,177,108,953,0
2430,106,30,268,158,1211,254,188,38,745,0
2310,333,21,180,66,1320,168,208,177,466,0
2217,349,23,42,16,1248,170,194,158,600,0
2304,316,26,450,97,240,144,209,200,1638,0
2404,218,10,0,0,750,209,250,177,1072,0
2566,190,26,124,59,1786,211,249,157,1579,0
2270,60,19,201,90,1538,231,197,90,90,0
2345,318,22,268,98,702,158,215,195,404,0
2156,312,26,384,143,450,143,211,204,573,0
2393,67,9,127,23,1138,229,222,125,765,0
2297,10,13,319,73,1006,206,214,145,277,0
2714,117,15,390,18,1519,245,225,105,966,0
2483,9,6,228,40,134,213,227,152,1748,0
2286,277,28,395,148,693,133,231,232,1537,0
2323,324,21,42,13,376,163,213,187,886,0
2335,72,4,30,0,0,224,232,144,794,0
2456,149,20,30,1,1253,241,235,114,626,0
2607,351,16,543,120,721,191,212,158,1020,0
2136,341,24,134,41,395,162,196,168,466,0
2354,79,8,42,5,497,231,225,126,807,0
2067,267,36,124,44,362,109,228,244,566,0
2430,6,13,309,121,391,203,214,147,319,0
2345,307,17,134,55,849,171,227,196,579,0
2199,10,4,0,0,811,215,231,153,1487,1
2080,53,26,162,18,339,224,176,70,713,0
2139,288,39,90,62,1426,88,204,241,853,0
2485,195,18,120,-5,1020,213,252,166,703,0
2310,266,17,330,48,190,176,245,207,395,0
2209,95,26,42,9,1697,251,192,53,150,0
2429,278,21,270,88,85,160,238,216,552,0
2242,2,36,451,85,666,148,150,121,836,0
1975,152,17,60,14,150,239,238,123,454,0
2285,21,29,240,87,1040,188,167,102,162,0
2405,139,13,295,164,295,239,236,124,1828,1
2512,324,10,256,29,408,194,229,175,1660,0
2233,326,23,67,-22,808,158,208,186,467,0
2514,49,23,153,37,872,222,183,83,964,0
2635,186,34,162,86,2477,203,240,144,1001,0
2197,328,24,301,36,607,156,205,185,514,0
2408,82,23,95,32,618,244,192,64,1369,0
2036,49,9,0,0,450,224,220,129,644,1
2303,13,15,170,25,780,204,208,138,674,0
2229,130,15,30,8,592,243,230,112,1725,1
2603,308,13,270,116,836,184,232,188,1090,0
2200,261,3,0,0,1507,212,241,166,853,1
2462,6,18,446,220,912,195,203,142,969,0
2469,55,32,255,65,1277,220,155,44,698,0
2365,85,15,30,6,1194,241,212,97,674,1
2225,342,36,258,126,543,125,162,161,323,0
2099,104,29,67,31,560,253,189,42,108,1
2460,299,22,382,190,1177,152,225,211,641,0
2545,132,7,577,68,895,232,236,136,1168,0
2465,288,5,108,29,366,207,239,171,1924,0
2401,272,30,342,99,272,127,232,236,845,0
2606,165,23,67,22,1966,233,240,125,1458,0
2602,197,9,240,57,1577,218,248,164,1630,0
2449,331,16,0,0,1766,180,218,177,319,0
2148,51,35,268,90,735,212,142,35,824,0
2549,128,18,390,113,395,247,225,99,467,0
2118,63,34,150,54,210,227,150,27,524,0
2104,136,34,150,91,421,248,204,52,451,0
2126,359,33,300,161,366,152,160,131,270,0
2594,357,15,516,208,769,196,212,153,1087,0
2747,198,5,300,36,2197,218,244,162,2439,0
2708,255,11,234,102,2642,195,247,190,1200,0
2031,65,27,210,22,242,233,174,55,242,0
2530,284,8,323,47,210,198,240,181,1860,0
2676,147,7,509,7,752,229,239,143,1283,0
2672,139,24,180,65,1935,248,223,89,2706,0
2687,77,8,417,18,745,231,225,127,362,0
2657,215,23,192,110,1798,191,254,190,242,0
2288,207,17,95,28,1015,206,253,178,335,0
2246,1,35,240,121,1031,148,151,123,1201,0
2235,292,27,90,39,849,136,224,223,1476,0
2246,312,34,60,36,845,111,193,212,624,0
2187,120,27,85,45,1410,254,205,60,277,0
2679,39,16,553,-24,655,219,202,113,1406,0
2245,9,9,285,173,127,210,222,149,426,0
2714,133,11,60,-2,2312,238,235,125,2407,0
2241,356,22,277,123,566,178,194,149,541,0
2404,108,26,150,67,366,253,201,59,830,0
2648,9,10,313,100,488,209,221,149,1340,0
2294,120,29,192,114,1575,254,203,55,67,0
2307,123,22,42,20,1302,251,216,81,871,0
2293,317,23,212,86,443,154,213,196,1471,0
2503,172,7,162,18,1026,225,244,152,1033,0
2404,353,16,108,6,1310,190,210,157,745,0
2391,101,17,60,19,1033,246,216,94,1224,0
2503,87,12,162,33,1063,238,219,109,962,0
2611,30,13,390,111,1935,216,212,130,713,0
2449,332,24,443,252,1155,158,203,180,722,0
2319,183,19,391,25,1273,222,249,152,872,1
2200,76,6,0,0,1415,228,229,136,765,1
2398,319,25,134,11,959,147,208,197,1282,0
2291,48,22,85,37,330,222,187,89,1655,0
2019,285,34,153,134,182,107,216,238,120,0
2504,146,13,60,-5,1128,237,238,129,1513,0
2399,165,25,90,20,120,232,239,122,882,0
2266,217,25,85,31,1073,184,254,195,474,0
2098,106,35,256,157,277,253,175,18,379,0
2471,124,26,480,63,450,253,211,69,1158,0
2098,207,31,212,81,551,184,250,182,384,0
2542,180,8,30,-4,1406,223,245,156,1200,0
2201,131,21,30,7,870,249,223,91,1421,1
2465,104,10,350,97,323,238,227,119,446,0
2428,228,15,30,3,600,198,253,189,630,0
2338,310,24,67,8,636,148,216,204,418,0
2243,290,27,162,77,904,133,224,225,474,0
2609,181,27,67,26,1930,217,245,143,1374,0
2775,158,13,30,1,1187,234,242,136,1034,0
2647,177,16,400,119,768,226,247,149,1252,0
2495,302,22,240,81,192,152,223,209,774,0
2379,34,27,60,39,1260,204,169,86,967,0
2508,203,28,228,99,1356,193,251,176,926,0
2027,307,27,42,20,85,137,213,211,797,0
2510,327,18,484,252,531,173,217,182,612,0
2131,206,29,256,114,503,188,251,182,417,0
2498,61,30,120,24,1761,229,163,45,433,0
1989,163,19,0,0,309,234,241,129,510,0
2225,294,27,242,83,592,136,222,221,443,0
2252,345,19,297,173,420,179,206,163,553,0
2491,87,14,60,18,421,240,215,102,1489,0
2026,350,36,190,136,210,133,156,145,67,0
2582,164,29,285,-17,430,232,234,112,1110,0
2519,309,12,495,260,492,186,232,186,671,0
2167,310,27,404,159,474,137,210,209,543,0
2546,184,22,402,172,808,219,248,151,937,0
2019,112,37,108,71,162,253,174,13,510,0
2398,245,28,216,75,277,152,248,224,666,0
2586,237,11,242,-7,1827,200,250,186,1951,0
2583,214,13,180,-39,1209,208,252,178,994,0
2368,56,10,108,9,1254,227,218,124,638,0
2442,233,12,285,-23,1027,200,251,186,1317,0
1955,302,39,85,55,124,87,190,228,350,0
2378,307,26,324,153,832,141,215,210,258,0
2432,71,25,60,-10,808,238,183,61,832,0
2456,197,26,124,49,1234,203,251,168,1008,0
2652,149,15,150,12,1008,238,238,126,633,0
2278,123,23,192,85,960,251,215,78,1345,1
2109,265,20,42,21,1041,166,245,215,300,0
2375,46,16,127,-4,658,223,204,110,752,0
2350,69,29,124,34,1031,236,170,45,900,0
2390,271,24,426,181,350,149,239,225,794,0
2554,223,24,127,40,1008,182,254,199,1608,0
2594,182,21,30,11,1972,221,248,150,1431,0
2488,71,34,300,84,1218,235,156,24,752,0
2228,290,29,60,27,1233,129,222,227,612,0
2456,92,23,108,13,845,248,198,66,780,0
2605,250,8,351,87,2343,203,246,181,437,0
2160,346,23,255,0,534,168,195,161,664,0
2111,211,14,0,0,616,208,252,178,499,1
2261,304,25,255,81,1084,145,219,211,1209,0
2659,132,17,297,-4,1507,245,228,105,953,0
2208,12,35,120,52,1370,164,148,102,1110,0
2523,100,7,153,40,331,232,231,131,1650,0
2216,127,25,170,80,1298,252,215,75,680,1
2036,311,13,0,0,577,184,231,186,603,0
2352,25,31,127,31,845,188,159,91,661,0
2198,18,34,90,42,1329,173,150,94,1072,0
2308,140,20,30,7,992,245,230,105,930,0
2594,225,21,313,-5,721,186,254,198,1265,0
2608,186,39,90,53,2619,194,233,136,960,0
2130,303,34,295,229,376,107,201,223,418,0
2074,50,30,192,53,543,217,160,57,624,0
2296,133,23,85,30,708,249,222,88,713,0
2662,136,16,342,-19,1761,244,232,111,2470,0
2434,324,29,330,175,510,135,196,193,577,0
2414,299,28,240,134,371,130,216,221,1771,0
2426,162,14,360,82,1025,233,243,137,1359,0
2328,284,18,366,132,726,169,238,208,564,0
2122,20,11,0,0,1273,212,217,140,451,1
2499,291,3,600,109,807,210,239,167,430,0
2215,193,12,0,0,1110,219,249,163,450,1
2062,128,34,85,49,360,252,196,41,395,0
1959,118,16,30,7,67,246,224,102,335,0
2488,132,30,67,28,1034,251,209,62,1419,0
2559,45,1,564,20,1100,219,235,153,1356,0
2376,132,34,212,117,1442,250,201,48,511,0
2325,30,19,85,40,1243,211,196,116,908,0
2365,262,19,566,140,579,170,246,213,1680,0
2736,149,24,342,107,2585,243,230,102,2165,0
2359,188,14,30,0,618,220,250,160,1253,0
2532,133,39,335,-17,1290,247,188,29,1167,0
2199,282,40,201,96,534,84,207,246,582,0
2287,6,12,30,0,242,205,217,148,443,0
2018,320,20,0,0,67,163,216,191,680,0
2626,43,11,342,22,1850,222,217,128,787,0
2467,135,11,361,94,335,237,236,128,466,0
2581,35,19,362,107,1312,215,196,111,631,0
2538,250,40,458,-61,420,106,232,242,1064,0
2252,337,36,95,20,1423,120,166,170,1019,0
2248,137,26,162,90,1443,249,221,83,853,1
2230,303,38,85,1,1403,93,193,225,1040,0
2440,289,16,376,148,361,174,237,202,926,0
2474,287,6,192,39,577,202,240,177,1671,0
2153,318,22,503,151,607,159,215,194,339,0
2325,16,29,240,164,797,182,167,108,433,0
2456,4,8,400,186,806,210,225,153,845,0
2301,311,27,190,87,990,137,209,207,134,0
2638,204,11,285,110,902,214,250,170,1207,0
2596,9,18,190,43,450,197,202,138,1091,0
2060,318,11,30,6,481,190,230,179,234,1
2625,332,13,547,97,732,190,224,173,882,0
2532,192,23,60,17,2240,211,251,162,886,0
2715,142,18,295,81,2502,243,233,112,2227,0
2104,62,32,108,37,192,227,158,39,541,0
2519,194,18,60,22,1136,214,252,165,1398,0
2334,120,16,85,12,95,246,225,103,607,0
2435,132,20,297,173,1400,247,226,98,566,0
2167,330,35,95,70,391,119,176,184,503,0
2243,325,29,124,42,1170,136,195,192,569,0
2264,48,33,330,192,573,212,152,51,277,0
2422,43,24,228,71,642,216,179,85,1222,0
2581,189,11,150,-35,1230,220,249,161,992,0
2678,118,23,85,36,2271,252,211,74,2490,0
2401,128,26,60,17,484,252,214,72,1260,0
2150,352,26,42,12,1323,166,187,152,1273,1
2601,166,18,301,63,1008,232,243,135,1075,0
2674,172,7,531,11,741,225,244,152,1277,0
2189,281,37,85,47,757,96,214,243,607,0
2155,303,8,0,0,953,197,236,179,819,0
2502,7,8,175,29,510,210,224,151,1471,0
2620,163,6,390,16,1825,226,242,150,631,0
2266,124,31,295,188,642,253,200,49,216,1
2289,1,44,150,92,1570,122,122,109,957,0
2282,356,22,67,18,342,179,195,149,443,0
2333,313,23,242,120,1048,151,215,200,90,0
2558,16,14,170,42,1256,208,211,138,1203,0
2478,225,36,90,13,591,149,246,212,1103,0
2666,157,17,85,10,1103,236,240,128,633,0
2165,322,35,95,58,1170,111,181,197,1071,0
2473,81,10,150,19,218,233,223,121,1077,0
2290,28,29,85,49,1425,195,165,91,997,0
2667,156,22,85,20,2188,239,236,116,2505,0
2491,0,8,295,85,540,208,225,154,1612,0
2634,183,5,362,208,2049,221,243,157,430,0
2522,137,13,180,36,1041,239,235,123,1100,0
2307,263,11,192,34,1127,193,246,192,859,0
2289,41,13,366,33,845,221,210,122,516,0
2296,138,17,67,21,170,243,232,112,331,0
2181,260,27,42,5,711,146,243,229,658,0
2557,53,10,301,29,524,226,218,126,1284,0
2372,270,24,376,47,210,150,240,225,765,0
2725,137,16,319,142,2039,243,233,114,2596,0
2435,83,8,0,0,966,231,227,128,1319,0
2220,326,30,60,-11,1434,132,191,191,1003,0
2343,204,18,67,30,666,207,253,176,648,0
2179,108,31,443,160,552,254,187,35,360,0
2575,99,28,492,177,1084,252,189,44,859,0
2325,21,30,268,181,1040,184,160,97,1436,0
2400,140,18,30,7,752,244,232,110,1103,0
2530,128,14,339,75,361,243,230,113,492,0
2685,204,35,95,55,2296,179,246,177,648,0
2459,188,14,153,-35,1126,220,250,160,1438,0
2377,96,25,350,110,417,250,194,56,933,0
2048,40,21,418,65,511,216,189,99,371,0
2067,111,33,306,3,362,254,184,29,789,0
2472,27,7,175,68,690,217,224,143,1556,0
2325,8,30,300,135,870,171,167,121,1437,0
2176,131,31,127,72,886,251,205,56,258,1
2074,298,27,30,18,900,136,219,219,242,0
2538,166,26,127,-5,1144,232,238,120,1436,0
2058,0,29,162,109,192,165,173,134,134,0
2619,202,27,190,15,1848,197,252,175,1554,0
2443,336,10,150,28,811,197,226,168,1188,0
2273,103,31,309,195,618,253,184,35,234,1
2244,13,41,150,88,1382,148,124,84,1092,0
2337,18,19,371,113,1168,201,196,126,430,0
2289,120,23,216,96,942,252,213,75,1368,1
2405,329,16,216,69,228,179,219,178,685,0
2881,50,4,295,92,3381,221,231,146,1728,0
2339,188,12,201,73,633,221,249,159,752,0
2332,4,21,446,223,1101,188,195,140,1302,0
2399,49,18,127,-7,743,225,198,101,787,0
2684,200,24,182,78,2613,203,253,172,1080,0
2128,354,20,60,24,1323,182,200,152,908,0
2296,194,28,277,176,1045,202,249,163,485,1
2404,142,20,150,34,1084,245,231,105,1499,0
2378,112,23,42,19,547,252,209,73,451,0
2669,119,12,240,85,1722,240,229,117,2616,0
2400,309,27,382,171,900,138,211,209,190,0
2565,44,27,300,-34,981,215,172,76,1050,0
2329,80,5,255,45,551,227,230,137,663,0
2362,286,23,60,24,1290,151,232,218,914,0
2307,4,16,85,16,997,197,207,145,268,0
2609,163,15,108,20,1381,233,243,138,300,0
2327,112,32,127,55,1259,254,189,36,661,0
2098,84,16,30,-22,485,241,211,95,677,0
2180,20,17,175,42,666,206,201,128,1608,0
2675,174,21,256,145,2401,227,245,139,1048,0
1986,53,36,42,29,85,214,141,33,67,0
2306,304,29,192,-6,525,129,212,216,541,0
2302,51,15,60,12,1055,226,206,109,834,0
2746,164,8,134,23,962,227,243,148,458,0
2363,86,7,150,3,390,231,228,130,735,0
2178,144,8,67,0,212,232,239,138,404,0
2366,257,18,42,1,573,174,248,211,939,0
2422,72,19,0,0,720,238,200,86,335,1
2283,144,4,242,98,633,226,239,147,459,0
2562,108,3,402,17,1195,225,236,146,1357,0
2173,253,35,42,21,671,120,237,239,661,0
2235,190,30,234,110,1134,205,246,154,551,1
2648,152,4,437,115,595,224,239,151,1387,0
2503,253,11,300,34,60,194,248,191,624,0
2313,22,11,95,11,1022,213,217,139,201,0
2237,64,21,30,21,1170,234,194,82,467,0
2348,281,15,60,7,90,176,240,203,726,0
2645,183,33,228,119,2301,209,241,140,994,0
2366,129,20,335,169,768,249,223,93,1573,1
2246,347,9,30,0,872,202,225,161,459,0
2319,315,24,212,112,1003,150,213,200,108,0
2439,90,16,108,26,646,243,213,96,1595,0
2466,13,24,192,78,648,188,182,123,1140,0
2302,174,25,256,84,335,225,243,134,642,0
2297,111,15,150,35,124,245,222,102,218,0
2114,17,35,201,63,319,170,146,93,390,0
2575,207,25,150,94,1542,195,253,182,1256,0
2561,122,31,216,0,1397,254,198,46,1165,0
2396,36,8,0,0,872,220,221,137,1401,0
2321,357,40,90,64,1626,128,137,124,882,0
2390,16,10,433,148,1518,211,219,143,745,0
2137,218,23,295,91,335,188,254,193,870,0
2442,116,27,201,58,698,254,202,57,1298,0
2542,96,30,458,144,1080,251,180,34,874,0
2229,11,35,300,175,752,162,148,103,361,0
2327,147,31,319,-15,404,243,219,80,721,0
2462,176,14,480,54,446,226,247,150,1142,0
2596,157,10,240,57,1315,231,242,142,1814,0
2468,194,13,67,9,854,218,250,164,895,0
2153,121,29,60,27,1262,254,203,56,618,1
2771,151,19,382,41,2465,240,237,118,2173,0
2491,175,28,285,107,295,223,241,131,938,0
2490,347,23,30,20,1672,170,196,160,366,0
2637,242,14,60,11,1524,193,251,195,162,0
2115,316,22,277,110,335,155,215,197,691,0
2122,66,25,256,92,382,235,181,64,331,0
2339,51,25,228,49,685,223,176,73,595,0
2530,223,35,162,109,1756,155,247,207,437,0
2281,33,24,90,30,553,207,179,96,616,0
2437,193,17,330,96,722,216,251,164,1106,0
2570,189,17,124,31,1262,219,250,159,1956,0
2363,66,13,30,-2,577,232,214,111,807,0
2434,351,15,60,9,1677,192,213,158,272,0
2203,358,31,150,52,1084,159,169,136,677,0
2489,330,13,495,99,1165,189,224,174,541,0
2576,158,5,60,0,726,226,241,149,1231,0
2424,76,12,30,-7,1746,234,218,114,228,0
2084,113,14,0,0,182,243,225,108,677,1
2414,129,32,85,38,499,252,202,51,1250,0
2240,0,20,95,-25,853,186,198,146,382,0
2163,315,15,124,25,730,178,226,188,1558,0
2583,171,9,335,85,871,226,244,150,1332,0
2762,164,11,180,13,940,230,243,144,626,0
2557,167,11,339,103,684,229,244,146,1018,0
2627,143,15,270,99,912,240,235,120,1284,0
2345,45,4,242,86,616,221,231,146,716,0
2420,76,14,342,30,900,236,214,106,900,0
2344,306,10,30,1,247,192,235,183,816,0
2472,345,7,210,21,828,206,229,161,1134,0
2560,41,5,384,23,1115,220,229,145,1216,0
2326,40,7,277,128,937,221,224,138,774,0
2588,235,25,390,162,2155,169,252,212,300,0
2685,106,16,458,3,778,245,219,98,1295,0
1982,97,18,150,13,180,246,211,88,283,0
2503,175,28,268,117,285,223,241,131,960,0
2186,256,38,210,102,1294,109,232,244,552,0
2577,166,14,150,39,1240,231,244,140,1201,0
2670,59,10,351,33,1006,228,220,125,1019,0
2517,24,14,95,24,277,212,209,132,1382,0
2289,87,19,285,51,616,244,205,83,497,0
2168,346,33,175,68,459,138,168,156,400,0
2448,331,15,150,19,499,183,220,175,1795,0
2155,281,27,150,79,1456,138,231,228,741,0
2619,93,9,95,15,1710,234,227,125,932,0
2339,134,25,285,142,741,250,219,81,1584,1
2614,246,28,255,14,630,152,248,225,1245,0
2234,299,26,60,33,793,139,220,216,1542,0
2614,137,10,85,12,1637,236,236,131,997,0
2276,31,26,210,-14,900,204,175,95,258,0
2442,353,8,60,7,484,206,226,158,1783,0
2604,167,4,306,59,1557,223,241,153,1727,0
2637,137,28,443,228,418,249,216,74,1440,0
2439,123,29,285,167,1168,254,204,57,787,0
2017,304,24,30,14,67,147,219,210,825,0
2625,210,9,446,92,674,213,249,171,1617,0
2472,205,27,162,67,1315,193,252,179,927,0
2618,186,19,67,11,1974,220,250,155,2704,0
2179,227,24,268,132,309,178,254,204,918,0
2182,107,30,124,69,994,254,189,39,361,1
2217,84,30,240,166,516,246,173,34,228,1
2545,221,20,350,57,841,191,254,194,1440,0
2631,212,7,153,-8,1106,214,247,169,845,0
2408,90,25,90,32,591,248,191,57,1342,0
2593,87,23,484,189,1116,246,196,67,824,0
2622,140,24,85,28,1839,247,225,91,2808,0
2198,103,12,60,1,108,240,224,112,268,0
2028,57,30,108,71,150,225,162,50,42,0
2310,101,27,551,152,1429,252,194,52,960,1
2549,135,4,618,15,911,226,238,146,1140,0
2615,191,10,361,-4,1706,220,248,161,1900,0
2349,245,23,309,184,1355,167,250,216,604,0
2597,167,12,400,93,785,230,244,144,1434,0
2369,168,15,331,75,1129,230,245,142,693,1
2683,117,8,240,59,1617,234,233,131,1237,0
2452,136,13,85,12,1854,240,234,121,95,0
2302,339,27,300,112,1167,153,191,170,201,0
2261,308,16,402,119,853,174,228,194,1015,0
2417,82,28,108,30,738,245,180,46,767,0
2365,355,17,60,14,430,190,207,153,981,0
2217,92,21,90,20,722,247,203,74,1570,1
2640,24,8,421,0,918,216,224,144,914,0
2353,115,29,175,37,1090,254,198,50,853,0
2333,311,33,201,104,1276,113,196,213,1080,0
2437,326,24,216,39,1233,154,206,188,782,0
2639,108,2,404,123,1556,223,236,149,1812,0
2594,94,12,234,70,1518,239,221,110,1544,0
2446,209,23,42,-15,731,197,254,183,997,0
2193,351,28,30,16,1080,159,180,150,525,0
2552,110,24,150,15,1449,252,206,68,872,0
2100,49,27,127,36,481,220,171,70,630,0
2315,153,13,127,40,659,235,240,134,800,0
2716,163,22,150,50,2067,234,240,124,2378,0
2567,154,33,120,3,1438,238,221,85,395,0
2614,0,20,124,42,1354,186,198,146,674,0
2522,227,35,67,41,1584,149,246,214,1173,0
2422,93,21,60,2,1036,248,203,73,1114,0
2356,95,25,67,22,938,250,193,56,990,0
2692,153,16,457,-29,646,238,239,126,120,0
2323,80,21,60,41,1269,243,197,74,883,0
2148,293,32,192,115,573,113,213,231,488,0
2521,36,14,450,155,882,218,208,123,1332,0
2179,90,5,212,98,524,227,232,139,543,0
2478,63,23,124,19,1848,233,185,71,390,0
2310,10,20,384,127,1387,194,196,134,993,0
2123,352,19,297,12,430,182,203,156,711,0
2121,75,23,108,75,272,241,190,68,543,0
2665,76,21,120,41,1468,240,196,76,1369,0
2208,74,33,365,-81,566,238,160,0,469,0
2076,271,9,0,0,1291,196,243,187,589,1
