X1,X2,X3,X4,X5,X6,X7
4.327,11,0.011,3.901,45.416,0.895,0
12.321,482,0.01,8.478,0,0.642,0
10.033,526,0.022,7.666,0,0.729,0
5.642,120,0.007,2.792,80.237,0.746,0
6.6,70,0.011,0,0,0,0
8.744,314,0.018,0,0,0,0
6.744,193,0.014,2.645,0,0.683,0
3.986,6,0.011,2.546,0,0.586,0
8.852,350,0.012,0,0,0,0
5.793,109,0.01,6.185,0,0.644,0
10.161,324,0.006,0,0,0,0
3.838,12,0.005,3.331,0,0.734,0
4.555,44,0.032,3.924,21.055,0.65,0
3.137,11,0.041,0,0,0,0
7.404,139,0.01,2.832,44.519,0.573,0
3.234,9,0.013,4.899,0,0.483,0
5.208,114,0.01,2.984,0,0.662,0
4.224,23,0.01,0,0,0,0
6.157,111,0.008,0,0,0,0
0,12,0.022,0,0,0,0
3.163,13,0.025,3.79,31.547,0.647,0
10.774,822,0.004,5.487,0,0.461,0
4.742,52,0.036,3.868,16.149,0.734,0
3.456,4,0.016,0,0,0,0
7.601,282,0.033,0,0,0,0
3.526,39,0.021,2.443,29.286,0.673,0
1.488,4,0.014,3.644,75.217,0.514,0
7.713,511,0.004,5.725,0,0.652,0
1.685,6,0.036,3.651,0,0.499,0
7.824,194,0.015,0,0,0,0
12.128,341,0.008,4.267,0,0.608,0
7.789,42,0.004,4.625,83.047,0.626,0
4.061,22,0.01,6.853,0,0.619,0
9.614,1251,0.023,4.591,18.279,0.536,0
4.262,8,0.012,3.331,30.489,0.614,0
8.754,435,0.007,5.302,0,0.603,0
3.772,33,0.03,0,0,0,0
4.657,11,0.007,0,0,0,0
9.059,211,0.018,0,0,0,0
2.584,7,0.061,6.063,0,0.401,0
6.562,56,0.004,5.595,0,0.782,0
13.087,1014,0.013,0,0,0,0
4.49,80,0.024,3.985,23.564,0.638,0
4.672,40,0.013,4.359,48.351,0.723,0
4.218,30,0.012,3.646,0,0.507,0
8.46,122,0.019,0,0,0,0
4.83,102,0.007,2.803,67.771,0.653,0
3.689,4,0.016,3.573,0,0.809,0
7.823,168,0.004,2.509,0,0.729,0
7.008,92,0.015,3.222,20.602,0.704,0
5.332,185,0.024,5.285,47.636,0.605,0
7.466,928,0.021,0,0,0,0
4.673,45,0.026,4.57,0,0.718,0
3.503,10,0.009,0,0,0,0
4.861,20,0.016,0,0,0,0
6.177,9,0.009,0,0,0,0
8.168,174,0.021,0,0,0,0
5.563,29,0.004,3.622,0,0.553,0
6.544,189,0.005,5.076,0,0.55,0
8.367,541,0.024,0,0,0,0
3.707,9,0.008,0,0,0,0
5.054,41,0.006,0,0,0,0
4.042,54,0.022,3.496,36.861,0.693,0
2.665,9,0.018,4.599,44.994,0.497,0
7.346,233,0.028,0,0,0,0
10.981,897,0.007,4.453,0,0.681,0
3.457,19,0.034,4.454,0,0.576,0
4.901,47,0.008,3.252,0,0.742,0
4.698,67,0.012,4.864,38.4,0.723,0
5.37,59,0.009,3.531,0,0.732,0
4.74,70,0.069,1.732,14.781,0.576,0
3.696,82,0.017,0,0,0,0
3.607,30,0.027,3.613,0,0.676,0
13.224,398,0.009,0,0,0,0
2.741,15,0.03,3.36,24.217,0.699,0
6.89,381,0.013,3.222,0,0.554,0
5.216,145,0.036,2.807,12.67,0.674,0
4.378,31,0.016,3.476,0,0.581,0
8.317,101,0.004,5.449,85.919,0.771,0
6.051,302,0.006,2.288,0,0.372,0
4.533,6,0.014,6.688,60.93,0.632,0
6.043,8,0.003,5.312,135.337,0.868,0
6.247,188,0.028,0,0,0,0
4.579,131,0.006,0,0,0,0
5.636,36,0.007,2.385,0,0.596,0
10.304,4,0.016,0,0,0,0
4.478,4,0.019,0,0,0,0
5.59,40,0.006,3.62,63.086,0.796,0
5.011,58,0.017,4.265,0,0.755,0
5.146,83,0.028,4.754,22.749,0.678,0
4.72,183,0.01,2.474,0,0.61,0
3.665,65,0.024,1.976,36.375,0.684,0
8.058,214,0.026,0,0,0,0
7.185,208,0.007,3.308,47.287,0.596,0
4.874,25,0.008,0,0,0,0
4.518,35,0.012,0,0,0,0
5.674,204,0.01,0,0,0,0
21.997,5,0.008,0,0,0,0
1.634,14,0.048,1.65,0,0.611,0
4.587,17,0.021,3.614,0,0.698,0
3.744,67,0.052,3.203,10.562,0.673,0
5.507,5,0.007,4.739,0,0.92,0
3.863,25,0.007,0,0,0,0
3.421,18,0.029,4.385,35.058,0.585,0
3.996,14,0.006,0,0,0,0
5.356,33,0.012,4.982,54.026,0.661,0
3.252,37,0.031,0,0,0,0
7.113,251,0.01,0,0,0,0
9.674,1133,0.002,7.394,0,0.699,0
1.657,22,0.091,3.635,0,0.513,0
6.229,179,0.016,3.473,0,0.552,0
4.101,19,0.016,4.43,0,0.717,0
5.767,50,0.004,3.731,0,0.645,0
3.107,50,0.055,3.549,23.205,0.697,0
5.113,5,0.004,0,0,0,0
4.084,62,0.061,4.748,9.65,0.621,0
6.052,68,0.007,3.908,0,0.72,0
2.7,6,0.009,0,0,0,0
5.017,64,0.009,4.299,62.135,0.692,0
4.465,49,0.014,0,0,0,0
8.813,218,0.005,4.333,0,0.805,0
6.194,43,0.016,2.118,0,0.706,0
3.325,19,0.006,4.015,144.955,0.596,0
3.798,12,0.006,3.813,0,0.695,0
3.47,22,0.009,2.575,0,0.601,0
32.562,4,0.001,0,0,0,0
5.362,12,0.033,5.464,12.342,0.535,0
5.409,28,0.014,0,0,0,0
2.83,73,0.08,3.585,25.315,0.588,0
3.779,10,0.01,0,0,0,0
9.471,164,0.007,0,0,0,0
4.788,67,0.012,0,0,0,0
3.186,9,0.03,6.793,0,0.51,0
2.21,4,0.028,6.256,0,0.595,0
4.554,12,0.04,0,0,0,0
5.708,189,0.024,4.817,20.157,0.597,0
6.136,153,0.005,2.986,65.162,0.749,0
4.386,34,0.007,3.466,70.579,0.591,0
5.094,182,0.014,3.37,0,0.554,0
2.197,11,0.017,0,0,0,0
4.405,92,0.045,3.437,0,0.608,0
3.246,46,0.098,1.753,7.804,0.675,0
3.708,89,0.016,2.553,0,0.689,0
4.213,33,0.023,3.801,0,0.771,0
3.134,58,0.007,2.209,0,0.687,0
33.546,5,0.001,0,0,0,0
3.538,12,0.022,4.221,0,0.58,0
2.716,9,0.01,2.343,0,0.623,0
6.222,4,0.02,6.715,23.301,0.524,0
12.565,77,0.007,6.795,0,0.64,0
7.555,119,0.012,5.208,22.397,0.708,0
11.274,1011,0.004,0,0,0,0
8.229,139,0.012,0,0,0,0
6.866,267,0.022,0,0,0,0
6.074,5,0.016,4.691,0,0.62,0
7.717,271,0.015,3.35,0,0.583,0
5.121,39,0.019,3.623,51.27,0.722,0
10.299,307,0.011,4.307,39.121,0.601,0
4.288,161,0.024,0,0,0,0
3.162,10,0.005,6.127,0,0.501,0
3.665,60,0.015,2.063,0,0.56,0
15.453,1230,0.006,0,0,0,0
10.414,453,0.022,2.824,17.318,0.556,0
8.552,272,0.006,0,0,0,0
14.155,728,0.002,4.66,0,0.458,0
6.781,8,0.005,5.34,0,0.644,0
4.148,63,0.011,6.472,0,0.585,0
4.707,73,0.038,0,0,0,0
5.355,61,0.016,2.987,18.536,0.674,0
7.19,860,0.009,0,0,0,0
5.258,103,0.02,4.67,0,0.695,0
3.694,101,0.054,6.262,14.455,0.65,0
1.147,8,0.042,4.656,33.043,0.512,0
37.451,5,0.001,0,0,0,0
10.034,512,0.02,5.582,0,0.581,0
4.31,44,0.011,3.277,32.409,0.753,0
7.492,58,0.011,5.217,22.84,0.675,0
9.311,163,0.008,3.423,70.785,0.68,0
5.114,140,0.027,0,0,0,0
2.736,19,0.011,2.079,37.156,0.8,0
2.945,20,0.011,3.239,45.994,0.807,0
2.417,4,0.011,0,0,0,0
3.584,14,0.021,0,0,0,0
6.344,163,0.006,3.84,0,0.664,0
5.224,110,0.003,0,0,0,0
10.651,385,0.016,5.848,19.196,0.665,0
3.276,20,0,2.705,0,0.436,0
3.794,33,0.136,4.097,0,0.516,0
6.373,102,0.018,3.857,36.573,0.696,0
2.608,31,0.028,2.348,53.301,0.625,0
8.875,234,0.019,0,0,0,0
3.153,19,0.029,3,15.566,0.631,0
5.403,210,0.026,4.626,0,0.687,0
5.186,65,0.02,3.738,26.18,0.789,0
3.734,56,0.015,4.61,0,0.659,0
4.046,34,0.017,3.526,54.096,0.765,0
7.02,66,0.006,0,0,0,0
4.668,145,0.015,3.351,33.023,0.61,0
13.761,322,0.01,5.084,0,0.683,0
4.139,50,0.047,3.278,0,0.701,0
8.68,4,0.002,0,0,0,0
7.839,149,0.002,5.779,246.879,0.789,1
2.605,5,0.024,4.322,26.943,0.7,1
14.676,379,0.007,0,0,0,1
15.799,54,0.005,0,0,0,1
5.579,43,0.007,4.637,0,0.92,1
6.349,53,0.002,5.533,204.255,0.816,1
4.311,13,0.006,6.248,139.242,0.75,1
5.011,10,0.005,6.248,139.242,0.755,1
7,140,0.002,5.504,0,0.852,1
5.289,17,0.005,5.228,92.301,0.825,1
4.144,24,0.012,3.545,45.261,0.764,1
11.176,74,0.01,11.037,25.719,0.724,1
4.134,14,0.009,4.865,123.841,0.715,1
12.849,142,0.001,7.037,235.516,0.735,1
14.72,246,0.006,0,0,0,1
3.271,17,0.005,5.93,214.019,0.673,1
7.3,16,0.003,5.079,128.191,0.788,1
6.848,26,0.01,5.335,61.934,0.821,1
7.507,26,0.002,7.086,446.405,0.745,1
5.356,22,0.015,4.459,39.454,0.755,1
8.856,170,0.004,5.149,110.035,0.695,1
14.122,44,0.002,6.847,210.267,0.761,1
15.1,35,0.002,0,0,0,1
7.84,35,0.002,5.054,187.511,0.759,1
9.887,18,0.002,7.943,167.283,0.706,1
6.008,36,0.008,5.682,123.951,0.79,1
6.1,36,0.014,3.624,0,0.669,0
2.963,4,0.009,3.965,61.74,0.673,0
3.264,41,0.011,0,0,0,0
2.294,6,0.027,3.859,31.795,0.691,0
3.838,4,0.008,3.093,70.785,0.543,0
4.406,53,0.021,4.702,32.967,0.678,0
7.239,4,0.019,0,0,0,0
4.278,68,0.013,2.986,52.18,0.585,0
4.073,9,0.019,0,0,0,0
5.791,6,0.017,0,0,0,0
2.397,8,0.031,1.819,19.249,0.773,0
1.764,5,0.038,3.105,0,0.399,0
5.385,10,0.019,4.196,0,0.854,0
3.178,19,0.047,2.124,38.646,0.728,0
18.88,1225,0.005,6.322,0,0.497,0
3.039,34,0.051,1.85,0,0.598,0
6.879,94,0.006,3.361,81.754,0.753,0
10.981,229,0.013,6.916,0,0.685,0
4.818,14,0.007,0,0,0,0
1.485,5,0.033,2.303,48.989,0.716,0
18.981,4,0.002,0,0,0,0
5.65,188,0.015,4.721,36.206,0.681,0
2.773,13,0.026,4.504,40.281,0.645,0
4.533,36,0.027,7.076,0,0.684,0
3.582,7,0.012,4.366,47.186,0.692,0
8.106,288,0.014,0,0,0,0
18.621,9,0.002,0,0,0,0
6.676,225,0.014,3.426,0,0.621,0
7.645,127,0.01,0,0,0,0
3.89,18,0.01,3.828,38.433,0.719,0
5.496,45,0.008,3.91,0,0.834,0
14.255,961,0.003,0,0,0,0
3.552,23,0.024,3.089,21.59,0.776,0
3.265,18,0.029,2.297,34.778,0.604,0
7.475,103,0.014,2.703,0,0.625,0
7.272,226,0.021,4.474,0,0.637,0
3.7,39,0.026,2.148,0,0.763,0
3.818,11,0.005,0,0,0,0
4.779,112,0.009,0,0,0,0
2.486,6,0.017,5.135,0,0.386,0
4.097,13,0.033,2.991,0,0.598,0
6.292,99,0.015,0,0,0,0
7.589,42,0.004,4.588,0,0.689,0
3.023,24,0.042,0,0,0,0
3.469,14,0.019,0,0,0,0
3.047,4,0.012,3.555,0,0.543,0
2.084,13,0.099,2.798,0,0.48,0
4.524,28,0.024,4.825,0,0.558,0
0,9,0.167,0,0,0,0
4.72,29,0.005,3.758,119.23,0.674,0
3.572,37,0.017,3.071,25.026,0.764,0
5.769,297,0.008,0,0,0,0
7.507,4,0.018,0,0,0,0
5.165,89,0.008,5.487,0,0.702,0
2.617,32,0.024,2.953,23.151,0.82,0
5.753,19,0.009,0,0,0,0
9.59,1245,0.004,0,0,0,0
8.093,437,0.029,0,0,0,0
5.598,9,0.008,0,0,0,0
2.141,16,0.094,0,0,0,0
7.041,291,0.008,0,0,0,0
4.099,80,0.095,3.152,8.567,0.689,0
7.452,495,0.011,4.982,48.244,0.478,0
8.391,6,0.013,0,0,0,0
5.475,140,0.006,1.861,0,0.769,0
5.96,202,0.008,3.833,29.97,0.827,0
2.31,37,0.012,2.69,65.253,0.691,0
5.282,101,0.028,2.155,11.587,0.609,0
1.984,4,0.054,0,0,0,0
3.457,6,0.013,2.165,45.602,0.645,0
6.854,56,0.003,3.551,0,0.672,0
4.804,40,0.017,3.57,0,0.542,0
7.329,5,0.005,0,0,0,0
15.119,927,0.004,5.908,0,0.344,0
7.375,101,0.005,4.532,0,0.802,0
6.403,149,0.011,2.468,0,0.649,0
16.329,1142,0.006,5.188,0,0.446,0
4.177,56,0.024,2.324,45.173,0.689,0
10.975,1249,0.004,5.309,48.913,0.455,0
6.677,12,0.017,5.848,19.196,0.594,0
3.851,6,0.025,6.103,0,0.473,0
4.31,17,0.013,3.392,0,0.653,0
3.938,4,0.028,3.78,0,0.517,0
4.719,6,0.014,3.439,0,0.667,0
8.057,4,0.016,0,0,0,0
36.853,11,0.001,0,0,0,0
6.603,26,0.024,0,0,0,0
1.658,11,0.02,3.546,0,0.599,0
9.22,322,0.03,2.709,13.171,0.529,0
6.603,139,0.008,3.586,52.376,0.722,0
4.917,45,0.013,4.811,35.801,0.654,0
9.63,1004,0.038,2.344,0,0.462,0
6.193,46,0.003,0,0,0,0
4.744,32,0.012,4.711,33.27,0.694,0
2.488,23,0.304,0,0,0,0
6.604,168,0.026,2.087,0,0.696,0
4.157,4,0.011,4.87,0,0.588,0
8.131,257,0.012,0,0,0,0
4.306,17,0.006,0,0,0,0
12.001,1002,0.003,0,0,0,0
5.955,17,0.01,3.867,0,0.628,0
68.373,14,0.001,0,0,0,0
4.112,25,0.019,3.79,29.656,0.716,0
13.778,1251,0.004,5.835,0,0.555,0
4.395,16,0.006,4.08,0,0.594,0
5.136,51,0.023,5.665,0,0.704,0
5.096,4,0.014,3.749,27.877,0.626,0
5.32,116,0.006,0,0,0,0
3.591,25,0.04,5.269,13.782,0.604,0
3.571,20,0.032,4.38,0,0.502,0
6.757,97,0.005,2.648,64.788,0.682,0
4.011,17,0.025,3.775,0,0.557,0
2.921,7,0.021,8.468,0,0.48,0
50.679,4,0.001,0,0,0,0
8.092,230,0.009,4.92,0,0.647,0
5.061,54,0.007,3.565,0,0.784,0
2.929,30,0.046,3.09,0,0.711,0
5.172,98,0.036,4.896,12.381,0.784,0
4.444,77,0.005,2.267,0,0.558,0
14.115,809,0.004,9.134,0,0.663,0
10.541,1137,0.002,4.613,0,0.356,0
6.248,325,0.018,2.55,0,0.352,0
3.434,10,0.01,0,0,0,0
6.625,150,0.036,3.823,0,0.729,0
3.582,88,0.029,0,0,0,0
2.282,17,0.069,0,0,0,0
10.539,29,0.009,3.055,0,0.589,0
4.958,4,0.004,4.131,0,0.778,0
11.037,1247,0.021,5.396,0,0.461,0
4.673,28,0.033,6.507,0,0.62,0
95.874,27,0,0,0,0,0
36.499,4,0.002,0,0,0,0
2.039,6,0.015,2.548,0,0.695,0
3.444,49,0.045,4.458,0,0.717,0
8.596,183,0.009,4.994,0,0.721,0
1.928,8,0.073,2.306,7.788,0.717,0
3.741,16,0.045,5.045,19.986,0.56,0
20.154,1250,0.004,6.263,0,0.393,0
5.356,4,0.008,4.838,0,0.583,0
2.005,14,0.013,0,0,0,0
9.992,142,0.009,0,0,0,0
6.369,63,0.017,3.516,32.853,0.69,0
6.371,62,0.008,5.935,0,0.744,0
2.874,114,0.037,4.309,26.798,0.669,0
3.892,12,0.017,0,0,0,0
4.834,45,0.027,0,0,0,0
7.129,344,0.031,8.05,0,0.6,0
3.312,6,0.011,0,0,0,0
8.736,224,0.016,4.138,28.387,0.655,0
2.629,12,0,4.916,0,0.495,0
7.241,79,0.004,0,0,0,0
5.203,24,0.005,0,0,0,0
1.133,4,0.094,2.523,10.771,0.506,0
4.661,27,0.012,3.143,0,0.773,0
6.077,164,0.064,1.967,0,0.453,0
4.59,29,0.005,4.267,89.358,0.698,0
3.64,8,0.005,7.047,0,0.612,0
10.642,6,0.013,0,0,0,0
5.308,29,0.018,0,0,0,0
25.363,725,0.014,0,0,0,0
7.779,33,0.01,4.309,0,0.687,0
4.653,33,0.037,2.692,0,0.679,0
2.674,52,0.026,4.309,0,0.693,0
4.229,44,0.012,3.103,0,0.642,0
4.046,40,0.009,5.816,43.233,0.7,0
4.21,100,0.018,3.248,0,0.704,0
6.574,96,0.004,4.36,76.313,0.679,0
4.662,229,0.004,3.663,114.76,0.594,0
2.452,21,0.077,2.752,14.426,0.607,0
2.804,21,0.007,4.263,94.276,0.613,0
4.468,16,0.015,0,0,0,0
7.284,233,0.005,3.044,35.107,0.449,0
2.309,7,0.034,2.846,0,0.777,0
6.968,546,0.006,4.624,0,0.558,0
39.366,27,0.001,0,0,0,0
7.014,105,0.01,0,0,0,0
9.154,492,0.009,3.706,20.864,0.544,0
1.154,7,0,3.179,0,0.343,0
13.847,351,0.01,0,0,0,0
10.481,508,0.01,4.453,19.983,0.43,0
5.704,807,0.021,5.122,0,0.586,0
2.264,7,0.036,4.216,15.928,0.623,0
5.015,99,0.018,4.676,26.202,0.709,0
5.62,4,0.005,0,0,0,0
8.352,260,0.005,0,0,0,0
4.535,26,0.005,4.009,0,0.714,0
7.314,40,0.008,3.574,0,0.592,0
1.659,5,0.024,0,0,0,0
12.334,293,0.018,3.88,15.185,0.715,0
4.091,12,0.056,4.79,24.989,0.577,0
3.891,36,0.009,2.373,0,0.674,0
4.428,67,0.055,4.032,15.788,0.622,0
10.009,453,0.013,5.966,0,0.638,0
5.079,159,0.014,6.126,0,0.75,0
3.267,18,0.038,0,0,0,0
7.983,268,0.008,4.118,0,0.651,0
3.707,83,0.039,1.903,0,0.606,0
4.762,14,0.018,3.691,0,0.778,0
3.135,5,0.011,0,0,0,0
8.983,1244,0.019,5.526,0,0.414,0
3.636,16,0.021,2.101,26.201,0.703,0
5.214,150,0.027,4.709,18.203,0.813,0
3.905,4,0.009,0,0,0,0
7.728,151,0.022,4.05,0,0.541,0
4.321,76,0.006,0,0,0,0
2.297,26,0.115,2.992,0,0.588,0
4.753,4,0.007,0,0,0,0
5.683,5,0.024,4.794,0,0.63,0
1.923,5,0.012,4.727,0,0.522,0
2.812,4,0.008,0,0,0,0
4.442,42,0.012,2.628,47.029,0.742,0
5.247,29,0.007,3.375,0,0.633,0
7.986,479,0.015,3.542,40.177,0.573,0
4.301,37,0.007,4.713,0,0.824,0
7.832,114,0.015,3.709,18.663,0.612,0
5.52,40,0.016,4.08,0,0.806,0
7.855,136,0.003,0,0,0,0
1.582,5,0.018,0,0,0,0
37.064,4,0.003,0,0,0,0
3.255,7,0.024,4.79,24.989,0.679,0
7.174,162,0.005,3.427,57.543,0.545,0
3.959,11,0.006,3.411,0,0.814,0
4.918,85,0.007,3.488,0,0.613,0
2.935,7,0.005,3.137,0,0.899,0
3.414,17,0.011,3.489,51.581,0.771,0
3.664,19,0.022,2.261,0,0.691,0
6.337,4,0.012,5.956,0,0.582,0
2.739,6,0.018,0,0,0,0
5.536,69,0.024,3.645,39.503,0.748,0
2.682,4,0.006,0,0,0,0
4.294,61,0.033,3.765,21.068,0.588,0
0,7,0.029,0,0,0,0
18.958,663,0.003,5.105,36.258,0.482,0
5.728,65,0.005,5.264,0,0.697,0
7.683,105,0.01,4.076,32.063,0.593,0
8.189,335,0.024,3.3,0,0.63,0
15.582,1132,0.011,4.059,0,0.418,0
5.679,72,0.003,3.777,82.346,0.668,0
10.478,1184,0.021,5.571,0,0.595,0
5.099,4,0.005,4.385,0,0.889,0
4.149,28,0,2.646,0,0.496,0
2.23,10,0.037,4.417,22.483,0.584,0
6.878,195,0.014,3.211,0,0.567,0
3.316,24,0.068,2.768,12.12,0.631,0
4.094,14,0.015,4.998,29.656,0.615,0
4.279,38,0.013,3.407,0,0.857,0
6.611,121,0.007,5.411,36.335,0.749,0
5.178,34,0.03,3.637,18.64,0.703,0
3.977,69,0.025,4.071,27.584,0.686,0
6.031,97,0.027,0,0,0,0
3.979,40,0.021,5.703,0,0.541,0
7.277,193,0.008,3.801,0,0.629,0
4.806,140,0.014,0,0,0,0
4.769,5,0.018,4.69,0,0.89,0
11,322,0.014,0,0,0,0
6.439,219,0.013,3.4,27.289,0.542,0
4.535,65,0.032,4.546,9.333,0.778,0
2.556,4,0.03,0,0,0,0
5.536,77,0.022,6.14,0,0.566,0
4.623,25,0.008,0,0,0,0
3.82,16,0.018,3.833,27.369,0.788,0
20.782,5,0.004,0,0,0,0
11.41,591,0.012,3.981,16.155,0.463,0
2.79,34,0.02,2.554,26.39,0.746,0
3.432,6,0.008,3.013,0,0.85,0
8.735,136,0.016,4.676,23.859,0.686,0
51.062,4,0.002,0,0,0,0
10.121,671,0.018,7.733,0,0.827,0
12.104,554,0.003,10.293,0,0.656,0
7.972,155,0.008,4.658,44.994,0.734,0
5.454,44,0.015,4.43,54.026,0.669,0
3.915,21,0.023,4.125,23.079,0.694,0
10.795,332,0.01,0,0,0,0
4.857,52,0.03,3.331,0,0.761,0
1.021,21,0.171,0,0,0,0
12.129,660,0.009,5.305,27.91,0.584,0
4.944,43,0.008,3.355,100.8,0.725,0
5.648,92,0.012,3.75,0,0.679,0
3.195,18,0.021,0,0,0,0
5.284,117,0.014,6.032,0,0.746,0
6.352,72,0.009,3.645,0,0.725,0
4.733,25,0.006,0,0,0,0
3.652,15,0.015,0,0,0,0
4.293,33,0.034,0,0,0,0
3.186,20,0.006,3.95,123.354,0.592,0
2.739,9,0.031,4.172,14.832,0.636,0
6.242,295,0.029,2.647,10.249,0.514,0
5.763,21,0.007,3.539,56.318,0.716,0
3.655,4,0.025,0,0,0,0
4.117,42,0.057,4.239,6.74,0.722,0
5.804,57,0.005,6.837,0,0.616,0
3.686,4,0.006,0,0,0,0
11.004,329,0.03,4.035,0,0.689,0
4.955,4,0.005,2.638,0,0.526,0
5.688,180,0.045,1.99,15.335,0.507,0
6.651,108,0.003,2.933,0,0.67,0
4.131,21,0.014,2.973,26.101,0.637,0
2.537,30,0.016,4.892,0,0.537,0
3.984,97,0.012,3.067,0,0.736,0
2.801,13,0.02,2.071,0,0.774,0
5.875,41,0.003,4.853,0,0.831,0
6.519,93,0.016,3.356,0,0.727,0
3.064,16,0.022,5.047,0,0.612,0
5.441,23,0.011,0,0,0,0
3.824,42,0.008,3.007,0,0.797,0
4.275,47,0.011,6.795,0,0.608,0
4.398,103,0.019,3.593,0,0.699,0
6.005,72,0.025,6.241,0,0.729,0
5.981,100,0.016,4.709,19.639,0.875,0
7.816,945,0.003,0,0,0,0
4.699,33,0.012,2.148,0,0.807,0
10.493,1224,0.003,0,0,0,0
4.601,11,0.008,5.036,0,0.779,0
7.652,40,0.03,4.801,8.608,0.816,0
3.186,11,0.034,3.575,0,0.617,0
3.414,11,0.017,7.059,0,0.517,0
0,8,0.094,0,0,0,0
4.963,18,0.006,4.369,0,0.717,0
5.774,24,0.015,4.366,23.859,0.667,0
16.559,766,0.001,5.388,0,0.458,0
0,5,0.2,0,0,0,0
4.112,278,0.025,0,0,0,0
8.375,53,0.006,4.244,32.967,0.667,0
7.247,164,0.017,4.173,30.972,0.707,0
8.622,394,0.006,3.163,0,0.624,0
8.052,221,0.027,3.812,0,0.465,0
9.599,476,0.005,6.51,0,0.749,0
9.725,551,0.017,4.775,0,0.555,0
4.035,17,0.013,4.033,39.437,0.677,0
5.874,147,0.008,3.646,58.448,0.625,0
8.609,34,0.027,0,0,0,0
8.315,101,0.003,5.519,0,0.601,0
5.414,54,0.009,4.933,0,0.696,0
4.831,4,0.01,0,0,0,0
10.127,808,0.01,3.324,0,0.658,0
12.07,71,0.012,4.514,26.873,0.605,0
4.851,78,0.043,3.374,13.935,0.672,0
5.112,91,0.03,3.713,0,0.663,0
11.054,894,0.024,4.629,22.585,0.621,0
8.337,117,0.024,4.962,13.503,0.707,0
5.407,11,0.005,5.672,0,0.772,0
10.789,739,0.003,7.197,0,0.551,0
2.683,47,0.102,3.877,22.001,0.641,0
5.55,52,0.009,3.125,0,0.65,0
6.031,150,0.004,3.213,85.056,0.673,0
6.803,109,0.005,0,0,0,0
4.976,23,0.011,0,0,0,0
8.962,820,0.02,2.69,26.667,0.532,0
8.458,148,0.005,2.89,76.288,0.531,0
6.113,255,0.02,3.641,30.894,0.573,0
3.839,15,0.033,2.181,0,0.591,0
3.198,4,0.013,2.857,0,0.852,0
9.043,399,0.003,6.094,0,0.619,0
4.587,27,0.008,3.087,0,0.694,0
37.462,4,0.003,0,0,0,0
2.306,5,0.022,0,0,0,0
1.81,43,0.163,2.019,0,0.682,0
2.693,6,0.014,4.569,64.421,0.577,0
4.834,47,0.012,4.234,0,0.666,0
12.07,39,0.004,0,0,0,0
3.193,30,0.033,1.828,0,0.642,0
2.341,4,0.015,0,0,0,0
3.279,10,0.009,0,0,0,0
6.402,212,0.018,4.471,0,0.823,0
3.344,23,0.033,3.492,17.275,0.646,0
4.835,75,0.01,4.253,0,0.632,0
13.733,4,0.003,0,0,0,0
1.988,21,0.048,2.856,0,0.739,0
9.677,207,0.02,3.578,0,0.598,0
5.272,52,0.015,0,0,0,0
31.657,5,0.002,0,0,0,0
1.796,4,0.026,4.863,0,0.524,0
4.422,85,0.036,3.952,24.478,0.689,0
7.445,740,0.006,3.543,0,0.43,0
3.332,25,0.029,2.617,52.18,0.583,0
4.679,12,0.019,4.206,30.738,0.649,0
5.338,33,0.019,7.557,16.691,0.712,0
5.436,36,0.008,4.297,94.276,0.691,0
2.646,5,0.016,3.909,0,0.715,0
1.699,5,0.016,4.363,0,0.473,0
4.596,34,0.008,0,0,0,0
10.263,1149,0.013,0,0,0,0
9.29,218,0.005,4.992,0,0.601,0
9.575,165,0.02,0,0,0,0
7.001,260,0.01,2.747,0,0.655,0
6.011,109,0.009,3.178,73.483,0.735,0
8.718,379,0.007,0,0,0,0
7.899,471,0.016,2.823,0,0.46,0
3.481,35,0.01,4.149,72.716,0.723,0
4.374,19,0.009,0,0,0,0
5.293,55,0.004,5.079,0,0.778,0
3.187,27,0.009,1.738,0,0.458,0
5.048,38,0.036,0,0,0,0
2.488,24,0.042,3.221,0,0.337,0
6.78,202,0.008,4.164,0,0.668,0
7.106,816,0.003,0,0,0,0
2.951,46,0.039,1.808,0,0.646,0
5.463,43,0.013,5.573,0,0.725,0
4.524,9,0.008,3.572,61.043,0.722,0
2.214,153,0.127,0,0,0,0
6.634,157,0.013,0,0,0,0
2.43,4,0.03,0,0,0,0
6.61,144,0.022,4.287,32.324,0.648,0
4.699,56,0.006,0,0,0,0
6.022,129,0.007,3.788,49.41,0.661,0
13.799,1255,0.004,2.732,0,0.512,0
3.793,20,0.007,1.58,159.66,0.691,0
4.935,49,0.014,5.342,31.851,0.819,0
36.784,14,0.002,0,0,0,0
11.131,903,0.007,4.048,0,0.554,0
1.241,6,0.035,3.483,27.019,0.543,0
3.198,4,0.013,0,0,0,0
7.988,4,0.004,0,0,0,0
5.268,4,0.008,2.303,48.989,0.705,0
4.787,39,0.012,3.361,39.011,0.641,0
1.897,34,0.075,4.416,48.932,0.662,0
4.576,61,0.019,5.482,0,0.746,0
7.098,51,0.021,6.523,14.455,0.674,0
7.231,179,0.029,4.859,0,0.655,0
2.478,13,0.024,3.442,42.937,0.745,0
8.797,506,0.004,0,0,0,0
2.56,25,0.012,2.88,48.785,0.64,0
2.469,21,0.023,2.056,36.375,0.742,0
